,8,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,121
-20,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('10', '2', '0', '0', '0')","('9', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('15', '1', '1', '0', '0')","('9', '0', '0', '0', '0')","('11', '1', '0', '0', '0')","('13', '0', '0', '0', '0')","('15', '0', '1', '0', '0')","('13', '0', '0', '0', '0')","('14', '1', '0', '0', '0')","('14', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('14', '1', '0', '0', '0')","('21', '0', '0', '0', '0')","('14', '0', '0', '0', '0')","('14', '1', '0', '0', '0')","('29', '1', '0', '0', '0')","('12', '1', '0', '0', '0')","('19', '3', '0', '0', '0')","('15', '0', '0', '0', '0')","('19', '1', '1', '0', '0')","('20', '2', '1', '0', '0')","('27', '1', '0', '0', '0')","('20', '3', '0', '0', '0')","('29', '2', '0', '0', '0')","('25', '2', '1', '0', '0')","('24', '1', '0', '0', '0')","('16', '1', '0', '0', '0')","('24', '3', '1', '0', '0')","('26', '3', '2', '0', '0')","('18', '5', '0', '0', '0')","('22', '1', '1', '0', '0')","('21', '0', '1', '0', '0')","('15', '2', '0', '0', '0')","('21', '0', '0', '0', '0')","('19', '6', '1', '0', '0')","('20', '3', '0', '0', '0')","('7', '0', '0', '0', '0')","('7', '2', '0', '0', '0')","('5', '3', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '2', '0', '0', '0')",,,,,,,,,,
-21,,,,,,,,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,"('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('8', '0', '0', '0', '0')","('5', '0', '1', '0', '0')","('9', '0', '0', '0', '0')","('12', '0', '1', '0', '0')","('7', '1', '0', '0', '0')","('7', '1', '0', '0', '0')","('10', '0', '0', '0', '0')","('13', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('10', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('19', '1', '1', '0', '0')","('14', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('7', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('9', '0', '1', '0', '0')","('12', '1', '0', '0', '0')","('19', '3', '0', '0', '0')","('21', '3', '0', '0', '0')","('20', '1', '0', '0', '0')","('24', '1', '0', '0', '0')","('26', '1', '1', '0', '0')","('19', '1', '0', '0', '0')","('21', '1', '0', '0', '0')","('23', '3', '1', '0', '0')","('27', '1', '0', '0', '0')","('20', '3', '0', '0', '0')","('30', '2', '0', '0', '0')","('22', '1', '1', '0', '0')","('23', '2', '0', '0', '0')","('21', '1', '0', '0', '0')","('20', '1', '0', '0', '0')","('8', '1', '0', '0', '0')","('23', '4', '0', '0', '0')","('13', '2', '0', '0', '0')","('13', '2', '0', '0', '0')","('16', '6', '0', '0', '0')","('13', '2', '0', '0', '0')","('10', '3', '0', '0', '0')","('10', '2', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,,,,,,,,,
-22,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('9', '1', '1', '0', '0')","('8', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('17', '0', '0', '0', '0')","('13', '0', '0', '0', '0')","('15', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '1', '0', '0', '0')","('12', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('12', '1', '0', '0', '0')","('9', '0', '0', '0', '0')","('18', '1', '0', '0', '0')","('13', '1', '0', '0', '0')","('15', '0', '0', '0', '0')","('19', '1', '0', '0', '0')","('17', '0', '0', '0', '0')","('23', '2', '0', '0', '0')","('17', '0', '0', '0', '0')","('22', '2', '1', '0', '0')","('16', '1', '0', '0', '0')","('20', '0', '0', '0', '0')","('17', '2', '0', '0', '0')","('16', '2', '0', '0', '0')","('25', '3', '1', '0', '0')","('24', '3', '0', '0', '0')","('26', '0', '0', '0', '0')","('27', '4', '0', '0', '0')","('25', '4', '1', '0', '0')","('12', '3', '0', '0', '0')","('19', '6', '0', '0', '0')","('16', '4', '0', '0', '0')","('17', '2', '0', '0', '0')","('15', '5', '0', '0', '0')","('7', '3', '0', '0', '0')","('12', '0', '0', '0', '0')","('5', '2', '0', '0', '0')","('7', '0', '0', '0', '0')","('6', '2', '0', '0', '0')","('2', '0', '0', '0', '0')","('7', '1', '0', '0', '0')",,"('4', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,,,,,,,,,
-23,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '1', '0', '0')",,"('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('4', '1', '0', '0', '0')","('6', '0', '1', '0', '0')","('6', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('17', '2', '0', '0', '0')","('3', '0', '0', '0', '0')","('8', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('13', '0', '1', '0', '0')","('17', '1', '0', '0', '0')","('18', '0', '0', '0', '0')","('25', '2', '0', '0', '0')","('14', '0', '0', '0', '0')","('14', '1', '0', '0', '0')","('11', '2', '0', '0', '0')","('15', '0', '0', '0', '0')","('18', '0', '0', '0', '0')","('17', '0', '0', '0', '0')","('14', '2', '0', '0', '0')","('20', '2', '0', '0', '0')","('15', '0', '0', '0', '0')","('32', '4', '1', '0', '0')","('20', '3', '0', '0', '0')","('26', '3', '1', '0', '0')","('14', '2', '0', '0', '0')","('19', '2', '0', '0', '0')","('22', '3', '0', '0', '0')","('24', '1', '0', '0', '0')","('23', '2', '0', '0', '0')","('23', '4', '0', '0', '0')","('15', '2', '0', '0', '0')","('12', '4', '0', '0', '0')","('15', '3', '1', '0', '0')","('10', '1', '0', '0', '0')","('9', '1', '0', '0', '0')","('5', '2', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('3', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,,,,,,,,
-24,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '1', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '2', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('8', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('8', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('8', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('15', '2', '0', '0', '0')","('16', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('19', '1', '0', '0', '0')","('15', '0', '2', '0', '0')","('14', '1', '0', '0', '0')","('7', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '1', '0', '0', '0')","('15', '0', '0', '0', '0')","('16', '2', '0', '0', '0')","('20', '1', '1', '0', '0')","('14', '1', '0', '0', '0')","('14', '0', '0', '0', '0')","('17', '2', '0', '0', '0')","('11', '0', '1', '0', '0')","('19', '0', '0', '0', '0')","('19', '1', '0', '0', '0')","('18', '0', '0', '0', '0')","('31', '8', '0', '1', '0')","('19', '2', '0', '0', '0')","('24', '5', '0', '0', '0')","('13', '0', '0', '0', '0')","('11', '2', '0', '0', '0')","('18', '2', '0', '0', '0')","('13', '2', '0', '0', '0')","('6', '1', '0', '0', '0')","('15', '3', '1', '0', '0')","('12', '2', '0', '0', '0')","('3', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('5', '2', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,,,,"('1', '1', '0', '0', '0')",,,,,,,
-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,,,,"('4', '1', '0', '0', '0')","('2', '2', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('9', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('12', '0', '0', '0', '0')","('4', '0', '1', '0', '0')","('6', '0', '0', '0', '0')","('15', '0', '0', '0', '0')","('19', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '1', '0', '0', '0')","('14', '1', '0', '0', '0')","('17', '2', '0', '0', '0')","('13', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('15', '2', '0', '0', '0')","('20', '1', '1', '0', '0')","('11', '1', '0', '0', '0')","('22', '1', '0', '0', '0')","('12', '0', '0', '0', '0')","('27', '0', '0', '0', '0')","('13', '1', '0', '0', '0')","('14', '0', '0', '0', '0')","('23', '0', '0', '0', '0')","('13', '0', '0', '0', '0')","('14', '3', '0', '0', '0')","('19', '3', '0', '0', '0')","('19', '2', '0', '0', '0')","('16', '0', '0', '0', '0')","('13', '3', '0', '0', '0')","('17', '4', '0', '0', '0')","('11', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('13', '2', '0', '0', '0')","('11', '0', '0', '0', '0')","('15', '3', '0', '0', '0')","('15', '1', '0', '0', '0')","('8', '1', '1', '0', '0')","('16', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '3', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,
-26,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')",,"('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('5', '2', '0', '0', '0')","('3', '1', '0', '0', '0')","('7', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('10', '1', '0', '0', '0')","('11', '2', '1', '0', '0')","('6', '0', '0', '0', '0')","('11', '1', '0', '0', '0')","('9', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('16', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('11', '1', '0', '0', '0')","('11', '1', '0', '0', '0')","('18', '0', '0', '0', '0')","('17', '0', '0', '0', '0')","('17', '0', '0', '0', '0')","('19', '1', '0', '0', '0')","('11', '2', '0', '0', '0')","('19', '1', '0', '0', '0')","('19', '0', '1', '0', '0')","('16', '0', '0', '0', '0')","('14', '1', '0', '0', '0')","('22', '0', '1', '0', '0')","('14', '0', '0', '0', '0')","('19', '1', '0', '0', '0')","('16', '1', '0', '0', '0')","('21', '4', '1', '0', '0')","('16', '1', '0', '0', '0')","('7', '1', '1', '0', '0')","('11', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('14', '2', '0', '0', '0')","('8', '3', '0', '0', '0')","('8', '2', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('4', '2', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,
-27,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')",,,"('1', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('5', '2', '0', '0', '0')","('4', '1', '0', '0', '0')","('10', '1', '0', '0', '0')","('8', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('8', '2', '0', '0', '0')","('10', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('16', '2', '0', '0', '0')","('3', '0', '0', '0', '0')","('14', '0', '0', '0', '0')","('13', '1', '0', '0', '0')","('14', '2', '0', '0', '0')","('12', '1', '0', '0', '0')","('7', '0', '0', '0', '0')","('12', '0', '1', '0', '0')","('18', '0', '0', '0', '0')","('16', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('15', '1', '0', '0', '0')","('16', '2', '0', '0', '0')","('19', '1', '0', '0', '0')","('15', '1', '0', '0', '0')","('15', '1', '0', '0', '0')","('21', '2', '0', '0', '0')","('22', '1', '0', '0', '0')","('10', '1', '1', '0', '0')","('22', '0', '0', '0', '0')","('11', '1', '0', '0', '0')","('17', '1', '0', '0', '0')","('14', '0', '0', '0', '0')","('11', '2', '0', '0', '0')","('12', '0', '0', '0', '0')","('6', '2', '0', '0', '0')","('5', '2', '0', '0', '0')","('11', '3', '1', '0', '0')","('8', '1', '0', '0', '0')","('7', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,
-28,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,"('1', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('9', '1', '0', '0', '0')","('19', '0', '0', '0', '0')","('14', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('11', '2', '0', '0', '0')","('11', '1', '0', '0', '0')","('8', '0', '0', '0', '0')","('10', '0', '1', '0', '0')","('14', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('8', '1', '0', '0', '0')","('9', '0', '0', '0', '0')","('16', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('14', '2', '0', '0', '0')","('12', '0', '0', '0', '0')","('15', '0', '0', '0', '0')","('19', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('11', '3', '0', '0', '0')","('10', '2', '0', '0', '0')","('17', '0', '0', '0', '0')","('19', '2', '0', '0', '0')","('6', '1', '0', '0', '0')","('15', '0', '0', '0', '0')","('8', '2', '0', '0', '0')","('14', '2', '0', '0', '0')","('9', '2', '0', '0', '0')","('8', '2', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '2', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,
-29,,,,,,,,,,,,,,,,,,,,,,,,"('2', '1', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('7', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('9', '1', '0', '0', '0')","('6', '2', '0', '0', '0')","('9', '1', '0', '0', '0')","('10', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('9', '1', '0', '0', '0')","('7', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('12', '0', '0', '0', '0')","('9', '1', '0', '0', '0')","('14', '1', '0', '0', '0')","('8', '1', '0', '0', '0')","('7', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('16', '1', '0', '0', '0')","('17', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('15', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('19', '1', '0', '0', '0')","('17', '1', '0', '0', '0')","('10', '1', '0', '0', '0')","('17', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('19', '2', '0', '0', '0')","('13', '2', '0', '0', '0')","('8', '0', '0', '0', '0')","('9', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('8', '0', '1', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')",,,,,,,
-3,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('11', '1', '0', '0', '0')","('11', '1', '0', '0', '0')","('13', '2', '0', '0', '0')","('16', '2', '0', '0', '0')","('11', '1', '0', '0', '0')","('9', '2', '0', '0', '0')","('13', '1', '0', '0', '0')","('19', '2', '0', '0', '0')","('11', '2', '0', '0', '0')","('10', '2', '0', '0', '0')","('15', '4', '0', '0', '0')","('25', '1', '1', '0', '0')","('22', '8', '0', '0', '0')","('18', '0', '0', '0', '0')","('20', '2', '0', '0', '0')","('24', '2', '1', '0', '0')","('25', '5', '1', '0', '0')","('18', '2', '1', '0', '0')","('20', '2', '1', '0', '0')","('25', '7', '0', '0', '0')","('30', '5', '2', '0', '0')","('23', '3', '0', '0', '0')","('27', '6', '0', '0', '0')","('24', '6', '2', '0', '0')","('36', '11', '1', '0', '0')","('29', '8', '1', '0', '0')","('32', '9', '0', '0', '0')","('37', '12', '2', '0', '0')","('42', '9', '1', '0', '0')","('67', '14', '2', '0', '0')","('51', '14', '2', '0', '0')","('56', '13', '4', '1', '0')","('59', '19', '1', '0', '0')","('60', '19', '5', '0', '0')","('65', '22', '2', '0', '0')","('62', '23', '4', '0', '0')","('54', '14', '0', '0', '0')","('50', '23', '1', '0', '0')","('45', '18', '1', '0', '0')","('33', '10', '3', '0', '0')","('30', '14', '0', '0', '0')","('39', '17', '2', '0', '0')","('17', '4', '2', '0', '0')","('15', '6', '1', '0', '0')","('5', '1', '0', '0', '0')","('3', '2', '1', '0', '0')","('3', '2', '0', '0', '0')","('4', '2', '0', '0', '0')",,"('1', '1', '0', '0', '0')",,,,
-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('11', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('8', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('12', '1', '0', '0', '0')","('7', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('12', '1', '0', '0', '0')","('13', '1', '0', '0', '0')","('14', '1', '0', '0', '0')","('9', '0', '0', '0', '0')","('20', '3', '0', '0', '0')","('12', '0', '0', '0', '0')","('22', '0', '0', '0', '0')","('13', '1', '0', '0', '0')","('22', '2', '1', '0', '0')","('11', '0', '0', '0', '0')","('16', '0', '0', '0', '0')","('11', '1', '0', '0', '0')","('11', '1', '0', '0', '0')","('12', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('16', '2', '0', '0', '0')","('11', '1', '0', '0', '0')","('10', '1', '0', '0', '0')","('7', '2', '0', '0', '0')","('5', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,,,,,,,,,,,,,
